"","cov","position","name","totalBp","type","norm"
"23",43.1078921078921,22023,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",5.82321020629103e-08
"24",36.6993006993007,23024,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",4.95750851980968e-08
"25",22.006993006993,24025,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.97280474692093e-08
"26",25.4185814185814,25026,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",3.43365763224187e-08
"27",29.3916083916084,26027,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",3.9703521929802e-08
"28",43.989010989011,27028,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",5.9422357538322e-08
"29",37.4475524475524,28029,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",5.0585857704994e-08
"30",77.2467532467532,29030,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.04348429003093e-07
"31",42.3726273726274,30031,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",5.72388730040635e-08
"32",43.2087912087912,31032,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",5.8368401159301e-08
"33",44.5904095904096,32033,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",6.02347541326505e-08
"34",69.4085914085914,33034,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.37602833567446e-08
"35",99.7022977022977,34035,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.34682400178039e-07
"36",74.5814185814186,35036,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.00747973664773e-07
"37",83.9160839160839,36037,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.13357664324916e-07
"38",48.1058941058941,37038,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",6.49836305702622e-08
"39",42.8731268731269,38039,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",5.79149705020014e-08
"40",78.8111888111888,39040,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.06461739745151e-07
"41",65.025974025974,40041,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.78400443877754e-08
"42",46.7652347652348,41042,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",6.31726069330713e-08
"43",31.6273726273726,42043,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",4.27236939864587e-08
"44",30.0539460539461,43044,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",4.05982377803665e-08
"45",31.8571428571429,44045,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",4.30340780673483e-08
"46",37.2157842157842,45046,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",5.02727746320966e-08
"47",31.7372627372627,46047,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",4.28721385468842e-08
"48",132.428571428571,47048,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.78890539768753e-07
"49",93.8111888111888,48049,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.2672442224323e-07
"50",86.7662337662338,49050,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.17207776423952e-07
"51",86.4205794205794,50051,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.16740850806614e-07
"52",98.3176823176823,51052,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.32811998716678e-07
"53",162.04995004995,52053,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.18904445779445e-07
"54",121.157842157842,53054,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.63665525853114e-07
"55",122.075924075924,54055,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.64905712680668e-07
"56",100.552447552448,55056,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.35830821277331e-07
"57",93.3666333666334,56057,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.26123896521508e-07
"58",119.602397602398,57058,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.61564360575091e-07
"59",124.781218781219,58059,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.68560147859143e-07
"60",161.056943056943,59060,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.175630467516e-07
"61",226.274725274725,60061,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",3.05662194372118e-07
"62",228.836163836164,61062,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",3.09122302126036e-07
"63",178.827172827173,62063,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.41567881668405e-07
"64",184.745254745255,63064,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.49562295995319e-07
"65",127.10989010989,64065,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.71705823044159e-07
"66",79.6363636363636,65066,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.07576423444346e-07
"67",117.075924075924,66067,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.58151485181309e-07
"68",89.4285714285714,67068,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.2080418327426e-07
"69",81.6563436563437,68069,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.10305104364167e-07
"70",128.818181818182,69070,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.74013461210774e-07
"71",96.8741258741259,70071,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.30861976991089e-07
"72",111.181818181818,71072,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.50189458758487e-07
"73",110.394605394605,72073,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.49126055907439e-07
"74",107.288711288711,73074,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.44930472831413e-07
"75",165.401598401598,74075,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.23432004872422e-07
"76",173.050949050949,75076,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.3376509577404e-07
"77",108.761238761239,76077,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.46919629941115e-07
"78",74.8911088911089,77078,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.01166317425972e-07
"79",82.2967032967033,78079,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.11170131302646e-07
"80",110.01998001998,79080,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.48619994905989e-07
"81",108.017982017982,80081,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.45915604914237e-07
"82",117.26973026973,81082,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.58413287406059e-07
"83",99.8311688311688,82083,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.34856485162538e-07
"84",72.4045954045954,83084,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.78074218723449e-08
"85",56.4985014985015,84085,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",7.63207464987577e-08
"86",48.0629370629371,85086,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",6.49256022420959e-08
"87",42.7582417582418,86087,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",5.77597784615565e-08
"88",78.9080919080919,87088,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.06592640857526e-07
"89",83.010989010989,88089,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.12135020945412e-07
"90",96.2827172827173,89090,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.30063075356799e-07
"91",64.975024975025,90091,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.77712200915782e-08
"92",94.2407592407592,91092,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.27304705524893e-07
"93",139.363636363636,92093,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.88258741027605e-07
"94",109.817182817183,93094,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.48346047217203e-07
"95",213.837162837163,94095,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.88860969123961e-07
"96",168.822177822178,95096,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.28052679189666e-07
"97",129.642357642358,96097,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.75126795413965e-07
"98",118.547452547453,97098,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.60139292795006e-07
"99",85.002997002997,98099,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.14825915977125e-07
"100",71.0959040959041,99100,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.60395821072777e-08
"101",68.5984015984016,100101,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.26658420976076e-08
"102",70.968031968032,101102,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.58668466187826e-08
"103",102.827172827173,102103,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.38903623678139e-07
"104",128.207792207792,103104,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.7318891915241e-07
"105",175.656343656344,104105,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.37284581352127e-07
"106",175.963036963037,105106,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.37698876625315e-07
"107",185.691308691309,106107,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.50840268710982e-07
"108",226.988011988012,107108,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",3.0662573451888e-07
"109",250.872127872128,108109,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",3.38889484979357e-07
"110",299.901098901099,109110,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",4.05120049857193e-07
"111",338.322677322677,110111,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",4.57021666165959e-07
"112",177.128871128871,111112,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.39273738461829e-07
"113",119.075924075924,112113,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.60853176181053e-07
"114",110.757242757243,113114,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.49615922956843e-07
"115",136.902097902098,114115,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.84933582874074e-07
"116",133.098901098901,115116,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.79796051587348e-07
"117",92.2507492507493,116117,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.24616509485188e-07
"118",82.6603396603397,117118,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.11661347848054e-07
"119",65.1398601398601,118119,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.79938869322164e-08
"120",77.9290709290709,119120,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.05270134773735e-07
"121",72.1198801198801,120121,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.74228155112425e-08
"122",55.5214785214785,121122,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",7.50009394069748e-08
"123",70.2677322677323,122123,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.49208499200711e-08
"124",73.3216783216783,123124,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.90462592038957e-08
"125",71.5754245754246,124125,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.66873401891344e-08
"126",101.113886113886,125126,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.36589238031505e-07
"127",111.04995004995,126127,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.50011325285977e-07
"128",152.705294705295,127128,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.06281260159263e-07
"129",110.186813186813,128129,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.48845360738635e-07
"130",98.4325674325674,129130,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.32967190757123e-07
"131",75.6693306693307,130131,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.02217574812986e-07
"132",43.4755244755245,131132,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",5.87287165923338e-08
"133",41.994005994006,132133,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",5.67274140185975e-08
"134",49.3626373626374,133134,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",6.66812965431282e-08
"135",62.4295704295704,134135,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.43327042737224e-08
"136",101.597402597403,135136,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.37242394097377e-07
"137",105.317682317682,136137,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.42267917215782e-07
"138",71.4105894105894,137138,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.64646733484962e-08
"139",61.9290709290709,138139,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.36566067757845e-08
"140",80.1538461538462,139140,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.08275462374349e-07
"141",75.6253746253746,140141,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.02158196988815e-07
"142",85.8381618381618,141142,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.15954094636359e-07
"143",115.712287712288,142143,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.56309423136029e-07
"144",113.711288711289,143144,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.53606382640281e-07
"145",66.022977022977,144145,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.91868413996357e-08
"146",78.8511488511488,145146,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.06515719585305e-07
"147",75.9280719280719,146147,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.02567094277987e-07
"148",93.2297702297702,147148,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.25939015568978e-07
"149",75.4685314685315,148149,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.01946326116208e-07
"150",90.6053946053946,149150,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.22393889566817e-07
"151",68.3436563436563,150151,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.23217206166212e-08
"152",54.4575424575425,151152,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",7.35637261628553e-08
"153",62.3216783216783,152153,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.41869587053046e-08
"154",36.6683316683317,153154,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",4.95332508219769e-08
"155",55.8011988011988,154155,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",7.53787982880578e-08
"156",64.962037962038,155156,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.77536766435279e-08
"157",63.1718281718282,156157,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.53353798045963e-08
"158",62.991008991009,157158,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.50911210278962e-08
"159",76.6733266733267,158159,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.03573818296873e-07
"160",104.402597402597,159160,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.41031778876239e-07
"161",157.745254745255,160161,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.13089467498777e-07
"162",132.817182817183,161162,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.79415493714258e-07
"163",90.8711288711289,162163,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.22752855503846e-07
"164",59.032967032967,163164,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",7.9744417860571e-08
"165",82.1518481518482,164165,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.10974454382085e-07
"166",63.3006993006993,165166,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.55094647890953e-08
"167",178.843156843157,166167,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.41589473604467e-07
"168",107.094905094905,167168,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.44668670606663e-07
"169",103.493506493506,168169,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.39803737512719e-07
"170",78.4825174825175,169170,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.06017755559878e-07
"171",74.4565434565435,170171,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.0057928666429e-07
"172",61.3956043956044,171172,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.29359759097189e-08
"173",69.5264735264735,172173,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",9.3919523885201e-08
"174",55.3406593406593,173174,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",7.47566806302747e-08
"175",93.2427572427572,174175,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.25956559017029e-07
"176",90.0779220779221,175176,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.21681355676775e-07
"177",93.9110889110889,176177,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.26859371843616e-07
"178",82.1978021978022,177178,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.11036531198263e-07
"179",75.6683316683317,178179,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.02216225316982e-07
"180",82.8791208791209,179180,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.11956887472901e-07
"181",91.3316683316683,180181,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.23374973161629e-07
"182",81.1608391608392,181182,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.09635754346248e-07
"183",46.8911088911089,182183,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",6.33426434295587e-08
"184",91.6633366633367,183184,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.23823005834913e-07
"185",157.991008991009,184185,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.13421443515729e-07
"186",174.989010989011,185186,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.36383118021544e-07
"187",88.3486513486513,186187,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.19345378094079e-07
"188",111.799200799201,187188,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.51023447288878e-07
"189",159.078921078921,188189,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.14891044663941e-07
"190",146.554445554446,189190,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.97972413263447e-07
"191",164.714285714286,190191,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.22503551621761e-07
"192",176.304695304695,191192,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.38160404258638e-07
"193",116.06993006993,192193,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.56792542705414e-07
"194",155.101898101898,193194,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.09518701072542e-07
"195",190.342657342657,194195,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.57123522104992e-07
"196",179.297702297702,195196,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.42203494286227e-07
"197",168.696303696304,196197,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.27882642693179e-07
"198",185.155844155844,197198,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.50116938852909e-07
"199",135.786213786214,198199,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.83426195837753e-07
"200",126.69030969031,199200,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.71139034722535e-07
"201",155.94005994006,200201,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",2.10650928219788e-07
"202",147.957042957043,201202,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.99867105652878e-07
"203",122.235764235764,202203,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.65121632041287e-07
"204",90.4575424575425,203204,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.22194164158244e-07
"205",85.5524475524475,204205,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.15568138779252e-07
"206",98.6003996003996,205206,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.33193906085773e-07
"207",113.348651348651,206207,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.53116515590877e-07
"208",88.953046953047,207208,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.20161823176419e-07
"209",89.8461538461538,208209,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.21368272603877e-07
"210",66.2777222777223,209210,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.95309628806221e-08
"211",64.3586413586414,210211,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.69385810571916e-08
"212",80.3336663336663,211212,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.08518371655046e-07
"213",62.2537462537463,212213,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.40951929770416e-08
"214",58.1898101898102,213214,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",7.86054432333063e-08
"215",62.6553446553447,214215,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.46376903705965e-08
"216",108.106893106893,215216,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.46035710058581e-07
"217",80.6353646353646,216217,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",1.08925919448214e-07
"218",61.2087912087912,217218,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",8.26836201569956e-08
"219",57.6243756243756,218219,"WbD-20-sg-1_S2_L001.Fg_only.bam",740277108,"SG-20ng",7.7841628495117e-08
